Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
4510,When will the library issue new ID cards?,IT Support,24,Low
4087,What is the hostel application procedure?,Examination Cell,27,Low
1374,What is the hostel application procedure?,Academic Office,13,Low
740,When will the library issue new ID cards?,Finance Office,58,Low
4609,What are university working hours?,Hostel Office,13,Low
5803,I have not received my scholarship amount.,Examination Cell,19,High
868,When will the library issue new ID cards?,Hostel Office,23,Low
2975,What is the hostel application procedure?,Hostel Office,21,Low
1141,Request for internship approval letter.,Finance Office,21,Medium
998,Fee payment deadline is today but portal is not working.,Examination Cell,32,High
1338,Fee payment deadline is today but portal is not working.,Administration,4,High
542,I need a bonafide certificate.,IT Support,6,Medium
1100,My admit card has incorrect details.,IT Support,46,High
1133,What is the hostel application procedure?,Administration,30,Low
5817,When will the library issue new ID cards?,Hostel Office,11,Low
5928,I cannot download my hall ticket for tomorrow's exam.,Library,15,High
2259,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,9,High
5974,I cannot download my hall ticket for tomorrow's exam.,Hostel Office,48,High
2963,My admit card has incorrect details.,Examination Cell,24,High
60,When will the library issue new ID cards?,Library,24,Low
3260,I have not received my scholarship amount.,Finance Office,1,High
4084,I have not received my scholarship amount.,Examination Cell,29,High
1939,Fee payment deadline is today but portal is not working.,Hostel Office,1,High
3651,I need a bonafide certificate.,Examination Cell,43,Medium
5924,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,31,High
3396,When will the library issue new ID cards?,Examination Cell,36,Low
2814,Fee payment deadline is today but portal is not working.,Hostel Office,17,High
5997,How to reset my university portal password?,IT Support,57,Medium
5657,Request for internship approval letter.,Library,55,Medium
1079,LMS is not allowing assignment upload.,IT Support,43,Medium
4533,My admit card has incorrect details.,Examination Cell,42,High
5832,LMS is not allowing assignment upload.,Academic Office,51,Medium
4273,How to join student clubs?,Examination Cell,17,Low
4284,LMS is not allowing assignment upload.,Finance Office,52,Medium
5100,My exam form is not submitted and tomorrow is the last date.,Hostel Office,8,High
2631,How to reset my university portal password?,Academic Office,13,Medium
4802,My admit card has incorrect details.,Examination Cell,29,High
3525,Request for internship approval letter.,Academic Office,42,Medium
3564,I need a bonafide certificate.,Library,36,Medium
941,Please share syllabus for Data Science course.,Hostel Office,56,Low
1081,Please share syllabus for Data Science course.,Administration,24,Low
188,Request for internship approval letter.,Administration,7,Medium
3723,When will the library issue new ID cards?,IT Support,51,Low
5614,Please share syllabus for Data Science course.,Hostel Office,14,Low
2086,I cannot download my hall ticket for tomorrow's exam.,Academic Office,54,High
2250,When will the library issue new ID cards?,Finance Office,19,Low
3689,My exam form is not submitted and tomorrow is the last date.,Library,33,High
5869,I want to change my elective subject.,Library,17,Medium
2024,When will the library issue new ID cards?,Hostel Office,18,Low
3795,How to reset my university portal password?,Examination Cell,36,Medium
1493,When will the library issue new ID cards?,Finance Office,51,Low
4602,I have not received my scholarship amount.,Administration,1,High
4041,What is the hostel application procedure?,Finance Office,6,Low
227,How to reset my university portal password?,Finance Office,31,Medium
1014,Please share syllabus for Data Science course.,Examination Cell,42,Low
2584,I need a bonafide certificate.,Administration,20,Medium
1930,I cannot download my hall ticket for tomorrow's exam.,IT Support,26,High
4216,How to join student clubs?,IT Support,54,Low
5383,LMS is not allowing assignment upload.,Administration,39,Medium
1405,How to join student clubs?,Academic Office,18,Low
2180,How to reset my university portal password?,IT Support,35,Medium
698,Fee payment deadline is today but portal is not working.,Finance Office,59,High
1125,How to reset my university portal password?,Academic Office,60,Medium
3283,Please share syllabus for Data Science course.,Examination Cell,55,Low
3961,How to reset my university portal password?,Examination Cell,56,Medium
4111,Fee payment deadline is today but portal is not working.,Finance Office,16,High
1779,When will the library issue new ID cards?,Finance Office,54,Low
2635,Fee payment deadline is today but portal is not working.,Administration,7,High
3092,My exam form is not submitted and tomorrow is the last date.,Administration,57,High
4048,I need a bonafide certificate.,Administration,6,Medium
1038,I cannot download my hall ticket for tomorrow's exam.,IT Support,11,High
4995,Request for internship approval letter.,Finance Office,57,Medium
2257,Please share syllabus for Data Science course.,Finance Office,1,Low
3774,Request for internship approval letter.,Administration,15,Medium
5930,When will the library issue new ID cards?,Library,23,Low
314,I have not received my scholarship amount.,Examination Cell,41,High
2650,LMS is not allowing assignment upload.,Hostel Office,6,Medium
2282,I want to change my elective subject.,Academic Office,50,Medium
3694,My admit card has incorrect details.,IT Support,18,High
4288,What are university working hours?,Finance Office,8,Low
2548,What are university working hours?,Examination Cell,2,Low
1417,LMS is not allowing assignment upload.,Hostel Office,57,Medium
1037,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,27,High
2160,I want to change my elective subject.,Hostel Office,12,Medium
2985,I need a bonafide certificate.,Library,27,Medium
3138,What is the hostel application procedure?,Library,15,Low
4982,I want to change my elective subject.,Administration,38,Medium
1755,Fee payment deadline is today but portal is not working.,Hostel Office,51,High
4263,What are university working hours?,Academic Office,39,Low
3981,My exam form is not submitted and tomorrow is the last date.,Library,60,High
3818,Request for internship approval letter.,Administration,43,Medium
5346,What are university working hours?,Academic Office,48,Low
2521,Fee payment deadline is today but portal is not working.,Finance Office,56,High
874,How to join student clubs?,IT Support,52,Low
5230,I want to change my elective subject.,IT Support,58,Medium
4490,Fee payment deadline is today but portal is not working.,Examination Cell,50,High
1507,My admit card has incorrect details.,Examination Cell,13,High
3892,I cannot download my hall ticket for tomorrow's exam.,Library,58,High
1924,I have not received my scholarship amount.,IT Support,46,High
449,How to reset my university portal password?,Examination Cell,11,Medium
3461,I have not received my scholarship amount.,Administration,18,High
3576,I want to change my elective subject.,Hostel Office,59,Medium
5961,LMS is not allowing assignment upload.,Examination Cell,59,Medium
3633,My admit card has incorrect details.,Administration,31,High
3258,My exam form is not submitted and tomorrow is the last date.,Library,56,High
362,I want to change my elective subject.,Administration,22,Medium
2184,I need a bonafide certificate.,Hostel Office,48,Medium
1135,My exam form is not submitted and tomorrow is the last date.,Hostel Office,36,High
4831,Request for internship approval letter.,Library,50,Medium
3200,I have not received my scholarship amount.,Finance Office,46,High
5818,Fee payment deadline is today but portal is not working.,Academic Office,5,High
3439,I need a bonafide certificate.,Academic Office,29,Medium
2156,I cannot download my hall ticket for tomorrow's exam.,Administration,12,High
1831,I need a bonafide certificate.,Hostel Office,45,Medium
1054,I have not received my scholarship amount.,Hostel Office,34,High
2461,What is the hostel application procedure?,Hostel Office,35,Low
23,Please share syllabus for Data Science course.,Hostel Office,43,Low
2067,Fee payment deadline is today but portal is not working.,Examination Cell,7,High
1654,How to reset my university portal password?,Academic Office,47,Medium
3662,My admit card has incorrect details.,Hostel Office,44,High
4332,When will the library issue new ID cards?,Academic Office,59,Low
2744,My admit card has incorrect details.,Library,35,High
5245,I need a bonafide certificate.,IT Support,11,Medium
4873,I need a bonafide certificate.,Examination Cell,48,Medium
2469,I cannot download my hall ticket for tomorrow's exam.,Academic Office,18,High
2326,I need a bonafide certificate.,Hostel Office,6,Medium
461,I need a bonafide certificate.,Administration,38,Medium
